State         Time      Voltage         mAh_exp         csa_NJc    Cycle_Number         fail_id     Theta_Alpha Theta_Beta_edge         csb_NJc      Theta_Beta
  CDR        hours        Volts             mAh         mol/cm3               ,               .               ,               ,            conc
   D       0.38944      2.26782     3.22488E+00     1.46444E+00     1.00000E+00     0.00000E+00     9.97402E-01     2.59755E-03     2.91135E+00     4.95358E-02
   D       0.39223      2.26126     3.24798E+00     1.47687E+00     1.00000E+00     0.00000E+00     9.96308E-01     3.69167E-03     2.91366E+00     5.28117E-02
   D       0.39502      2.25460     3.27107E+00     1.48926E+00     1.00000E+00     0.00000E+00     9.95024E-01     4.97630E-03     2.91632E+00     5.62097E-02
   D       0.39781      2.24782     3.29417E+00     1.50159E+00     1.00000E+00     0.00000E+00     9.93550E-01     6.44999E-03     2.91937E+00     5.97273E-02
   D       0.40060      2.24094     3.31726E+00     1.51385E+00     1.00000E+00     0.00000E+00     9.91889E-01     8.11090E-03     2.92290E+00     6.33619E-02
   D       0.40339      2.23394     3.34036E+00     1.52602E+00     1.00000E+00     0.00000E+00     9.90043E-01     9.95681E-03     2.92700E+00     6.71109E-02
   D       0.40617      2.22682     3.36345E+00     1.53809E+00     1.00000E+00     0.00000E+00     9.88015E-01     1.19852E-02     2.93176E+00     7.09716E-02
   D       0.40896      2.21958     3.38655E+00     1.55005E+00     1.00000E+00     0.00000E+00     9.85807E-01     1.41934E-02     2.93730E+00     7.49415E-02
   D       0.41175      2.21222     3.40965E+00     1.56191E+00     1.00000E+00     0.00000E+00     9.83422E-01     1.65785E-02     2.94375E+00     7.90178E-02
   D       0.41454      2.20473     3.43274E+00     1.57366E+00     1.00000E+00     0.00000E+00     9.80862E-01     1.91375E-02     2.95126E+00     8.31980E-02
   D       0.41732      2.19699     3.45575E+00     1.58532E+00     1.00000E+00     0.00000E+00     9.78143E-01     2.18566E-02     2.96004E+00     8.74624E-02
   D       0.42010      2.18919     3.47875E+00     1.59688E+00     1.00000E+00     0.00000E+00     9.75257E-01     2.47433E-02     2.97022E+00     9.18252E-02
   D       0.42288      2.18126     3.50176E+00     1.60836E+00     1.00000E+00     0.00000E+00     9.72205E-01     2.77946E-02     2.98203E+00     9.62836E-02
   D       0.42565      2.17308     3.52476E+00     1.61976E+00     1.00000E+00     0.00000E+00     9.68992E-01     3.10078E-02     2.99574E+00     1.00835E-01
   D       0.42843      2.16457     3.54777E+00     1.63112E+00     1.00000E+00     0.00000E+00     9.65620E-01     3.43802E-02     3.01165E+00     1.05477E-01
   D       0.43121      2.15585     3.57077E+00     1.64242E+00     1.00000E+00     0.00000E+00     9.62091E-01     3.79094E-02     3.03008E+00     1.10207E-01
   D       0.43399      2.14693     3.59378E+00     1.65368E+00     1.00000E+00     0.00000E+00     9.58407E-01     4.15928E-02     3.05136E+00     1.15022E-01
   D       0.43677      2.13771     3.61678E+00     1.66489E+00     1.00000E+00     0.00000E+00     9.54572E-01     4.54279E-02     3.07593E+00     1.19921E-01
   D       0.43955      2.12818     3.63979E+00     1.67604E+00     1.00000E+00     0.00000E+00     9.50588E-01     4.94119E-02     3.10419E+00     1.24902E-01
   D       0.44232      2.11834     3.66279E+00     1.68712E+00     1.00000E+00     0.00000E+00     9.46458E-01     5.35419E-02     3.13659E+00     1.29962E-01
   D       0.44510      2.10812     3.68580E+00     1.69812E+00     1.00000E+00     0.00000E+00     9.42185E-01     5.78149E-02     3.17356E+00     1.35099E-01
   D       0.44788      2.09747     3.70880E+00     1.70904E+00     1.00000E+00     0.00000E+00     9.37772E-01     6.22275E-02     3.21548E+00     1.40311E-01
   D       0.45066      2.08636     3.73181E+00     1.71986E+00     1.00000E+00     0.00000E+00     9.33224E-01     6.67763E-02     3.26257E+00     1.45596E-01
   D       0.45344      2.07475     3.75481E+00     1.73060E+00     1.00000E+00     0.00000E+00     9.28542E-01     7.14577E-02     3.31482E+00     1.50952E-01
   D       0.45621      2.06260     3.77782E+00     1.74124E+00     1.00000E+00     0.00000E+00     9.23732E-01     7.62683E-02     3.37188E+00     1.56378E-01
   D       0.45899      2.04988     3.80082E+00     1.75183E+00     1.00000E+00     0.00000E+00     9.18795E-01     8.12047E-02     3.43294E+00     1.61872E-01
   D       0.46177      2.03653     3.82383E+00     1.76239E+00     1.00000E+00     0.00000E+00     9.13736E-01     8.62640E-02     3.49674E+00     1.67431E-01
   D       0.46455      2.02256     3.84683E+00     1.77297E+00     1.00000E+00     0.00000E+00     9.08556E-01     9.14438E-02     3.56153E+00     1.73056E-01
   D       0.46733      2.00828     3.86984E+00     1.78357E+00     1.00000E+00     0.00000E+00     9.03258E-01     9.67422E-02     3.62514E+00     1.78743E-01
